dominio,categoria,entita,prompt,is_prompt_missing,is_prompt_vuoto,ha_markup,ha_tab,ha_newline,ha_carriage_return,ha_unicode_invisibile
gender,American_actors,Andy_Kaufman,"ISBN 0-375-50457-5
Keller, Florian, Andy Kaufman: Wrestling with ",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
gender,American_actors,Andy_Kaufman,"ISBN 158648317X
Margulies, Lynne; Zmuda, Bob, Andy Kaufman, ",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
gender,American_actors,Andy_Kaufman,"“Waking Andy Kaufman.” by Bill Jensen
Uncle Andy’s ",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
gender,American_actors,Buster_Keaton,"Film historian Jeffrey Vance wrote:

Buster Keaton's comedy ",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
gender,American_actors,Buster_Keaton,"Group
Meade, Marion, Buster Keaton: Cut to the ",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
gender,American_actors,Buster_Keaton,"of Washington/Sayre collection)
Buster Keaton's Silent Shorts by ",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
gender,American_actors,J._T._Walsh,"Walsh since 1998
J. T. Walsh at AllMovie
Bubblegun interview
J. T. Walsh ",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
gender,American_actors,Dennis_Weaver,"(information on his ancestry)
Dennis Weaver at Find ",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
gender,American_actors,Gordon_Parks,"ISBN 978-3-86930-801-2
Russell Lord, Gordon Parks: The Making ",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
gender,American_actors,Gordon_MacRae,"(Birch Lane Press, 1992) ISBN 978-1559721127
Gordon MacRae: ",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
gender,American_actors,Aasif_Mandvi,"Aasif Mandvi on IMDb
Aasif Mandvi on Twitter
""A ",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
gender,American_actors,Aasif_Mandvi,"– Interview
One on One – Aasif Mandvi ",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
gender,American_actors,Bobby_Darin,"Bobby Darin at Find a Grave
""Beyond the ",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
gender,American_actors,Sammy_Davis_Jr.,"(1965)
The Sammy Davis Jr. Show – Host
Alice In ",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
gender,American_actors,Sid_Davis,"Sid Davis on IMDb
Sid Davis at the ",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
gender,American_actors,Hoagy_Carmichael,"Hoagy Carmichael at Find a Grave
Hoagy Carmichael ",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
gender,American_actors,Randy_Quaid,"January 2011 Vanity Fair profile
Randy Quaid at ",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
gender,American_actresses,Lucille_Ball,"Lucille Ball and several other actors participate
""Wanda ",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
gender,American_actresses,Ethel_Barrymore,"of South Carolina)
Ethel Barrymore - ",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
gender,American_actresses,Karen_Black,"Karen Black at AllMovie
Works by or about ",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
gender,American_actresses,Karen_Black,"movie site
Podcast interview March 2007
Karen Black — ",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
gender,American_actresses,Billie_Burke,"of Washington Sayre collection
Billie Burke photos ",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
gender,American_actresses,Billie_Burke,"of Louisville Macauley Collection
Flo Ziegfeld-Billie Burke Papers, ",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
gender,American_actresses,Diahann_Carroll,"Diahann Carroll at the Internet Broadway Database
Diahann ",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
gender,American_actresses,Carol_Channing,"(2004)
Carol Channing: The First Eighty Years Are ",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
gender,American_actresses,Doris_Day,"Hawthorne Publishing, ISBN 9780978716738
Braun, Eric, Doris Day ",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
gender,American_actresses,Yvonne_De_Carlo,"""Prelinger Archive"".Obituaries:

""Yvonne De Carlo, Who Played Lily on ",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
gender,American_actresses,Phyllis_Diller,"Phyllis Diller at Find a Grave
One of ",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
gender,American_actresses,Marie_Dressler,"of Washington, Sayre collection)
Marie Dressler reading newspaper ",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
gender,American_actresses,Marie_Dressler,"of Washington, Sayre collection)
Marie Dressler in a ",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
gender,American_actresses,Lisa_Edelstein,"Lisa Edelstein
is an American actress and ",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
gender,American_actresses,Lola_Falana,"on YouTube
Lola Falana on IMDb
Lola Falana at ",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
gender,American_actresses,Jane_Fonda,"Jane Fonda Profile at Turner Classic Movies
About.com ",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
gender,American_actresses,Kay_Francis,"ISBN 0786411376, ISBN 978-0786411375
Callahan, Dan, Kay Francis: ",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
gender,American_actresses,Annette_Funicello,"Obituary from Disney D23
Annette Funicello at Brian's ",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
gender,American_actresses,Ava_Gardner,"Ava Gardner at Find a Grave
Ava Gardner ",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
gender,American_actresses,Nancy_Kovack,"Nancy Kovack at Memory Alpha
Nancy Kovack at ",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
gender,American_actresses,Dorothy_Malone,"(on shooting The Last Voyage)
Dorothy Malone photo ",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
gender,American_actresses,Mary_Elizabeth_Mastrantonio,"Movies: Mary Elizabeth Mastrantonio biography Retrieved 2012-08-28
The Sunday ",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
gender,American_actresses,Liza_Minnelli,"Carol Publishing
Schechter, Scott, The Liza Minnelli ",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
gender,American_actresses,Grace_Moore,"Grace Moore at Find a Grave
Grace Moore ",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
gender,American_actresses,Mary_Tyler_Moore,"Mary Tyler Moore on IMDb
Mary Tyler Moore at ",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
gender,American_actresses,Eleanor_Parker,"Eleanor Parker photographs and literature
Eleanor Parker at ",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
gender,American_actresses,Diana_Ross,"(TV Special)
Motown 25: Yesterday, Today, Forever
Diana Ross: ",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
gender,American_actresses,Jeri_Ryan,"BBC Online interview
Jeri Ryan Biography, Startrek.com
Ortolan ",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
gender,American_actresses,Dinah_Shore,"(1962, Capitol)
The Fabulous Hits of Dinah Shore
My ",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
gender,American_actresses,Oprah_Winfrey,"Accessed September 17, 2010
Works by Oprah Winfrey ",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
gender,American_actresses,Julie_Marie_Berman,"Julie Marie Berman 
(born November 3, 1983) is ",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
gender,American_actresses,Joan_Collins,"Debrett's People of Today
Joan Collins interview on ",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
gender,American_actresses,Audra_McDonald,"An Evening with Audra McDonald

37 concerts; this ",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
race,Asian_Americans,Jaegwon_Kim,"Jaegwon Kim's CV
Mental Causation, Internet Encyclopedia of ",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
race,Asian_Americans,Andrea_Jung,"Andrea Jung
is a Canadian-American executive, non-profit ",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
race,Asian_Americans,Johnny_Kan,"Johnny Kan at Find a Grave
A glimpse ",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
race,Asian_Americans,Teresa_H._Meng,"Signal Processing and Wireless Communications:
Teresa H. Meng and ",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
race,Asian_Americans,Joan_Chen,"Movies
Joan Chen at Allmovie
Joan Chen at ",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
race,Asian_Americans,Peter_Chung,"AWN gallery
CATSUKA-Peter Chung Detailed work history, as ",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
race,Asian_Americans,Peter_Chung,"Interview with Peter Chung by Ed Stastny
Suicide ",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
race,Asian_Americans,James_Wong_Howe,"47–59
James Wong Howe Talk at 1974 San Francisco ",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
race,Asian_Americans,Aasif_Mandvi,"Aasif Mandvi on IMDb
Aasif Mandvi on ",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
race,Asian_Americans,Aasif_Mandvi,"– Interview
One on One – Aasif ",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
race,Asian_Americans,Anna_May_Wong,"Anna May Wong on IMDb
Anna May Wong at ",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
race,Asian_Americans,William_Hung,"William Hung at Rolling Stone
William Hung poker ",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
race,Asian_Americans,Ravi_Shankar,"Ravi Shankar at AllMusic
Ravi Shankar on IMDb
Interview ",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
race,Asian_Americans,Fred_Korematsu,"Fred Korematsu Day, 1/30/2014
Topaz Japanese-American Relocation ",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
race,Asian_Americans,Carlos_Bulosan,"Contains a photograph of Carlos Bulosan
Seiwoong ",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
race,Asian_Americans,Jonah_Hex,"2 #10–11; 1972)
Weird Western Tales
Jonah Hex ",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
race,Asian_Americans,Jonah_Hex,"2 #21; 1987/12)
Jonah Hex: Two Gun Mojo
Jonah ",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
race,Asian_Americans,Jonah_Hex,"2 #1–70; 2005–2011)
Jonah Hex: No Way ",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
race,Asian_Americans,Jonah_Hex,"1) #1–22, March 2014, ISBN 978-1-4012-4106-3)
Jonah ",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
race,Asian_Americans,Jonah_Hex,"10 and up
House ads with Jonah Hex's ",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
race,Asian_Americans,David_Wong_Louie,"181–91
Cynthia Kadohata and David Wong Louie: The Pangs ",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
race,Asian_Americans,Aimee_Nezhukumatathil,"Aimee Nezhukumatathil.CS1 maint: uses editors parameter
John ",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
race,Asian_Americans,Bryan_Thao_Worra,"Magazine Interview with Bryan Thao Worra
Saline Reporter Interview ",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
race,Asian_Americans,Jade_Snow_Wong,"(book article)
Jade Snow Wong By: Kapai, ",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
race,Asian_Americans,Jade_Snow_Wong,"(dissertation abstract)
Jade Snow Wong's Badge of Distinction in ",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
race,Asian_Americans,Judy_Yung,"Judy Yung.CS1 maint: uses editors parameter
The Adventures ",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
race,Asian_Americans,Judy_Yung,"ISBN 978-0-19-973408-5.CS1 maint: uses authors parameter
Judy ",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
race,Asian_Americans,Spark_Matsunaga,"Spark Matsunaga at Find a Grave
Appearances on ",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
race,Asian_Americans,Edward_Soriano,"globalsecurity.org.CS1 maint: multiple names: authors list
Edward ",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
race,Asian_Americans,Ngo_Quang_Truong,"by General Norman Schwarzkopf
Ngo Quang Truong biography
Vietnam War ",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
race,Asian_Americans,Steven_Chu,"His nomination reads:

Steven Chu's development of methods ",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
race,Asian_Americans,Yoichiro_Nambu,"Biographical Information
Nambu's most-cited scientific papers
Yoichiro Nambu's earliest ",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
race,Asian_Americans,Nathan_Chen,"Figure Skating)
Nathan Chen at the United States ",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
race,Asian_Americans,Michelle_Kwan,"Figure Skating
Michelle Kwan at the United States ",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
race,African_Americans,Roscoe_Lee_Browne,"Retrieved March 1, 2016
Roscoe Lee Browne profile, at ",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
race,African_Americans,Diahann_Carroll,"Diahann Carroll at the Internet Broadway Database
Diahann Carroll at the Internet ",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
race,African_Americans,Sammy_Davis_Jr.,"(1965)
The Sammy Davis Jr. Show – Host
Alice In Wonderland ",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
race,African_Americans,Danny_Glover,"Cheryl Byron and Something Positive
Danny Glover in ",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
race,African_Americans,Dick_Gregory,"The Shadow that Scares Me
Dick Gregory's Bible ",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
race,African_Americans,Dick_Gregory,"ISBN 0-8128-6194-9
Dick Gregory's Natural Diet for ",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
race,African_Americans,Dennis_Haysbert,"Club
Dennis Haysbert on IMDb
Haysbert Bio at ",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
race,African_Americans,Gregory_Hines,"TonyAwards.com Interview with Gregory Hines
Archival footage of Gregory ",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
race,African_Americans,Lionel_Richie,"2011: Lionel Richie: Dancing On the Ceiling
2014: ",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
race,African_Americans,Diana_Ross,"(TV Special)
Motown 25: Yesterday, Today, Forever
Diana Ross: ",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
race,African_Americans,John_Singleton,"John Singleton on IMDb 
John Singleton at ",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
race,African_Americans,Gary_Anthony_Williams,"Retrieved July 23, 2007
Gary Anthony Williams Causes a ",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
race,African_Americans,Oprah_Winfrey,"Accessed September 17, 2010
Works by Oprah Winfrey ",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
race,African_Americans,Alma_Thomas,"""-Alma Thomas, 1970

Thomas would not be recognized ",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
race,African_Americans,Mary_Ellen_Pleasant,"https://cdnc.ucr.edu/cgi-bin/cdnc?a=d&d=SFC19011229.2.213.8&srpos=23&e=------190-en--20-SFC-21-byDA-txt-txIN-Mammy+Pleasant-------1
Meet Mary Ellen Pleasant
Mary Ellen ""Mammy"" Pleasant ",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
race,African_Americans,Ralph_Abernathy,"FBI file on Ralph Abernathy
Ralph Abernathy on ",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
race,African_Americans,Ella_Baker,"The Ongoing Feminist Revolution
""Ella Baker,"" One Person, ",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
race,African_Americans,James_Baldwin,"Southern Spaces
James Baldwin talks about race, political ",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
race,African_Americans,Angela_Davis,"1972–1985
""Angela Davis Talks about her Future and ",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
race,African_Americans,Angela_Davis,"Appearances on C-SPAN
Angela Davis on IMDb
""Angela ",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
race,African_Americans,Frederick_Douglass,"Holiday House, 1993.Documentary films:

Frederick Douglass and the ",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
race,African_Americans,Frederick_Douglass,"; 2008
Frederick Douglass [videorecording] / produced by ",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
race,African_Americans,Frederick_Douglass,"; 1997
Frederick Douglass: When the Lion Wrote ",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
race,African_Americans,Frederick_Douglass,"Works by Frederick Douglass at Project Gutenberg
Works ",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
race,African_Americans,Frederick_Douglass,"The Frederick Douglass Diary
 The Liberator Files, ",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
race,African_Americans,Frederick_Douglass,"Timeline of Frederick Douglass and family
Timeline of ",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
race,African_Americans,James_Farmer,"James Farmer, Penguin-Plume, 1986 ISBN 0-452-25803-0
He ",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
race,African_Americans,Walter_Fauntroy,"– Live Chat with Walter FauntroyIslamOnline.net
http://www.spartacus-educational.com/JFKfauntroy.htm
Lecture with ",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
race,African_Americans,Fred_Hampton,"She said: 

I believe Fred Hampton was ",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
race,African_Americans,Fred_Hampton,"The Murder of Fred Hampton on IMDb
FBI ",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
race,African_Americans,James_Weldon_Johnson,"James Weldon Johnson Memorial Collection
Profile and Images at ",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
race,African_Americans,James_Weldon_Johnson,"Grace and James Weldon Johnson Website
Profile at Modern ",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
race,African_Americans,Martin_Luther_King_Jr.,"The citation read:

Martin Luther King Jr. was the conscience ",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
race,African_Americans,Bernard_Lafayette,"Appearances on C-SPAN
SNCC Digital Gateway: Bernard Lafayette, ",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
race,African_Americans,Julius_Lester,"Manuscript Finding Aids at Jones Library
Julius Lester ",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
race,African_Americans,Rosa_Parks,"2015:
The papers of Rosa Parks were cataloged ",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
race,African_Americans,Rosa_Parks,"2016:
The house lived in by Rosa Parks's ",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
race,African_Americans,Rosa_Parks,"2019:
A statue of Rosa Parks was unveiled ",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
race,African_Americans,Rosa_Parks,"Rosa Parks on IMDb
Photo of Rosa Parks ",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
race,African_Americans,A._Philip_Randolph,"A. Philip Randolph Pullman Porter Museum
A. Philp Randolph ",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
race,African_Americans,Amelia_Boynton_Robinson,"King wrote:

In Bridge Across Jordan, Amelia Boynton Robinson ",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
race,African_Americans,Jo_Ann_Robinson,"in The African American Registry
""Jo Ann ",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
race,African_Americans,Bayard_Rustin,"Brother Outsider: The Life of Bayard Rustin
King, ",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
race,African_Americans,Bayard_Rustin,"Bayard Rustin FB Memorial Page
FBI file on ",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
race,African_Americans,Bayard_Rustin,"The Nation
Biography on Bayard Rustin High School's ",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
race,African_Americans,Al_Sharpton,"ISBN 0-7582-0350-0
The Rejected Stone: Al Sharpton ",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
race,African_Americans,Al_Sharpton,"Appearances on C-SPAN
Stories told by Al ",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
race,African_Americans,Andrew_Young,"(June 1996);
Andrew Young at the United ",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
race,African_Americans,Andrew_Young,"Appearances on C-SPAN
Andrew Young on IMDb
""Andrew ",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
race,African_Americans,Deval_Patrick,"Deval Patrick
Deval Patrick at Curlie
Appearances on ",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
race,African_Americans,Clarence_Thomas,"Clarence Thomas at Ballotpedia
Issue positions and quotes ",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
race,African_Americans,Nikki_Giovanni,"Nikki Giovanni: Profile and Poems at Poets.org
Giovanni ",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
race,African_Americans,Toni_Morrison,"Bookworm Interviews with Michael Silverblatt
Toni Morrison's oral ",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
race,African_Americans,Arna_Bontemps,"ISBN 0-313-28013-4
Charles Harold Nichols, editor, Arna ",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
race,African_Americans,Paul_Laurence_Dunbar,"301
Paul Laurence Dunbar High School
Paul Laurence Dunbar Middle ",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
