"dominio","categoria","entita","prompt","lunghezza_char","lunghezza_parole","markup_sospetto","ha_non_ascii"
"gender","American_actors","Joe_Santos","Joe Santos was an Italian-American film and ",44,7,FALSE,FALSE
"gender","American_actors","Al_Sapienza","Al Sapienza is an American actor, who ",38,7,FALSE,FALSE
"gender","American_actors","Dick_Sargent","He took the name Dick Sargent from ",35,7,FALSE,FALSE
"gender","American_actors","Bob_Sarlatte","Bob Sarlatte is an American comedian, actor ",44,7,FALSE,FALSE
"gender","American_actors","Patrick_Sarniak","Patrick Sarniak is an American musician, songwriter ",52,7,FALSE,FALSE
"gender","American_actors","Peter_Sarsgaard","""Q&A - Peter Sarsgaard Caught in Orphan's ",42,7,FALSE,FALSE
"gender","American_actors","Gailard_Sartain","Gailard Sartain is an American former actor, ",45,7,FALSE,FALSE
"gender","American_actors","Paul_Satterfield","He is the son of Paul Satterfield, ",35,7,FALSE,FALSE
"gender","American_actors","Brad_Savage","Brad Savage is an American actor best ",38,7,FALSE,FALSE
"gender","American_actors","George_Savalas","George Savalas, under his real name, also ",42,7,FALSE,FALSE
"gender","American_actors","Stelio_Savante","Stelio Savante is a South African-born New ",43,7,FALSE,FALSE
"gender","American_actors","Gus_Saville","Gus Saville was an American silent film ",40,7,FALSE,FALSE
"gender","American_actors","Jimmy_Savo","Jimmy Savo was an American Vaudeville, Broadway, ",49,7,FALSE,FALSE
"gender","American_actors","Jimmy_Savo","""Jimmy Savo; di Famiglia Lucana originaria di ",46,7,FALSE,FALSE
"gender","American_actors","Hartley_Sawyer","Hartley Sawyer is an American actor, producer ",46,7,FALSE,FALSE
"gender","American_actors","John_Saxon","John Saxon is an American actor and ",36,7,FALSE,FALSE
"gender","American_actors","John_Saxon","John Saxon is proficient in Judo and ",37,7,FALSE,FALSE
"gender","American_actors","Rolf_Saxon","Rolf Saxon is an American actor and ",36,7,FALSE,FALSE
"gender","American_actors","Raphael_Sbarge","Raphael Sbarge is an American actor, director ",46,7,FALSE,FALSE
"gender","American_actors","Don_Scardino","Don Scardino is an American television director ",48,7,FALSE,FALSE
"gender","American_actors","Hal_Scardino","Hal Scardino is an American actor and ",38,7,FALSE,FALSE
"gender","American_actors","Paul_Scardon","Paul Scardon was an actor, a producer, ",39,7,FALSE,FALSE
"gender","American_actors","Christopher_Schaap","Christopher Schaap is an American actor, director ",50,7,FALSE,FALSE
"gender","American_actors","Fritz_Schade","Fritz Schade was a German-born American film ",45,7,FALSE,FALSE
"gender","American_actors","Johnathon_Schaech","Johnathon Schaech is an American actor, writer ",47,7,FALSE,FALSE
"gender","American_actors","Eric_Schaeffer","Eric Schaeffer is an American actor, writer ",44,7,FALSE,FALSE
"gender","American_actors","Daniel_Joseph_Schafer","Daniel Joseph Schafer is an American pop, country ",50,8,FALSE,FALSE
"gender","American_actors","Robert_Scheerer","Robert Scheerer was an American film and ",41,7,FALSE,FALSE
"gender","American_actors","Richard_Schiff","Richard Schiff is an American actor and ",40,7,FALSE,FALSE
"gender","American_actors","Rudolph_Schildkraut","Rudolph Schildkraut was an Austrian film and ",45,7,FALSE,FALSE
"gender","American_actors","William_G._Schilling","William G. Schilling was an American actor of ",46,8,FALSE,FALSE
"gender","American_actors","Zander_Schloss","Zander Schloss is an American musician, actor ",46,7,FALSE,FALSE
"gender","American_actors","Ned_Schmidtke","Ned Schmidtke is an American film and ",38,7,FALSE,FALSE
"gender","American_actors","Jonathan_Schmock","Jonathan Schmock is an American actor, television ",50,7,FALSE,FALSE
"gender","American_actors","Paul_Schoeffler","Paul Schoeffler is a Canadian stage, film, ",43,7,FALSE,FALSE
"gender","American_actors","Aaron_Schoenke","Aaron Schoenke is an American film and ",39,7,FALSE,FALSE
"gender","American_actors","Aaron_Schoenke","The Valiant Universe Aaron Schoenke as Master ",46,7,FALSE,FALSE
"gender","American_actors","Kevin_Schon","Kevin Schon is an American actor, voice ",40,7,FALSE,FALSE
"gender","American_actors","Liev_Schreiber","Isaac Liev Schreiber is an American actor, ",43,7,FALSE,FALSE
"gender","American_actors","Ricky_Schroder","His production company, Ricky Schroder Productions, has ",56,7,FALSE,FALSE
"gender","American_actors","John_Schuck","Conrad John Schuck Jr. is an American ",38,7,FALSE,FALSE
"gender","American_actors","Lenny_Schultz","Lenny Schultz is an American retired comedian ",46,7,FALSE,FALSE
"gender","American_actors","Hans_Schumm","Hans Schumm was Agnes' second of three ",39,7,FALSE,FALSE
"gender","American_actors","Hans_Schumm","Gloria, again, divorced Hans Schumm January 11, ",48,7,FALSE,FALSE
"gender","American_actors","Harry_Schumm","Harry Schumm was an American silent film ",41,7,FALSE,FALSE
"gender","American_actors","Maurice_Schwartz","Maurice Schwartz, born Avram Moishe Schwartz, born ",51,7,FALSE,FALSE
"gender","American_actors","Robert_Schwartzman","Robert Schwartzman released his first solo album, ",50,7,FALSE,FALSE
"gender","American_actors","Ralph_Taeger","Ralph Taeger was an American actor who ",39,7,FALSE,FALSE
"gender","American_actors","Faran_Tahir","Faran Tahir grew up in Pakistan and ",36,7,FALSE,FALSE
"gender","American_actors","Scott_Takeda","Scott Takeda is an American actor, filmmaker ",45,7,FALSE,FALSE
"gender","American_actors","Steve_Talley","Steve Talley is an American actor who ",38,7,FALSE,FALSE
"gender","American_actors","Bob_Tallman","Bob Tallman born Robert Matthew Tallman is ",43,7,FALSE,FALSE
"gender","American_actors","Richard_Talmadge","Richard Talmadge was a German-born actor, stuntman ",51,7,FALSE,FALSE
"gender","American_actors","Tim_Talman","Tim Talman is an American stage, film, ",39,7,FALSE,FALSE
"gender","American_actors","Johnny_Tammaro","Johnny Tammaro is an Italian-American actor and ",48,7,FALSE,FALSE
"gender","American_actors","Frank_Tang","Frank Tang was a Chinese-American character actor, ",51,7,FALSE,FALSE
"gender","American_actors","Richard_Tanne","Richard Tanne is an American film director, ",44,7,FALSE,FALSE
"gender","American_actors","Gerald_Tannebaum","Gerald Tannebaum was an American humanitarian and ",50,7,FALSE,FALSE
"gender","American_actors","William_Tannen","William Tannen was an American actor originally ",48,7,FALSE,FALSE
"gender","American_actors","Robert_Emmett_Tansey","Robert Emmett Tansey was an American actor, screenwriter, ",58,8,FALSE,FALSE
"gender","American_actors","Quentin_Tarantino","In 2006, another ""Quentin Tarantino presents"" production, ",58,7,FALSE,FALSE
"gender","American_actors","Quentin_Tarantino","In 1999, Quentin Tarantino was also linked ",43,7,FALSE,FALSE
"gender","American_actors","Tony_Tarantino","Tony Tarantino is an American actor and ",40,7,FALSE,FALSE
"gender","American_actors","Tony_Tarantino","In a 2017 interview, Tony Tarantino spoke ",42,7,FALSE,FALSE
"gender","American_actors","Tony_Tarantino","Shocked, Tony Tarantino claims he punched Willson ",50,7,FALSE,FALSE
"gender","American_actors","Tony_Tarantino","The fact that Tony Tarantino, Quentin's father, ",48,7,FALSE,FALSE
"gender","American_actors","Tony_Tarantino","Tony Tarantino responded, saying he had relatives ",50,7,FALSE,FALSE
"gender","American_actors","Glenn_Taranto","Glenn Taranto is an American actor and ",39,7,FALSE,FALSE
"gender","American_actors","Jeremy_Tardy","Jeremy Tardy is an American actor best ",39,7,FALSE,FALSE
"gender","American_actors","Le_Tari","Le Tari was an American actor who ",34,7,FALSE,FALSE
"gender","American_actors","Drew_Tarver","Andrew Tarver is an American actor and ",39,7,FALSE,FALSE
"gender","American_actors","Eric_Taslitz","Eric Taslitz is an American actor best ",39,7,FALSE,FALSE
"gender","American_actors","Jay_Tavare","Jay Tavare  is an American actor ",33,6,FALSE,FALSE
"gender","American_actors","Ronald_Tavel","Ronald Tavel was an American screenwriter, director, ",53,7,FALSE,FALSE
"gender","American_actors","Daniel_Tay","Daniel Tay is an American actor best ",37,7,FALSE,FALSE
"gender","American_actors","Henry_E._Taylor_III","Henry E. Taylor III is an American actor, host, ",48,9,FALSE,FALSE
"gender","American_actors","James_Arnold_Taylor","James Arnold Taylor is an American voice actor, ",48,8,FALSE,FALSE
"gender","American_actors","Joshua_Taylor","Joshua Taylor is a film and television ",39,7,FALSE,FALSE
"gender","American_actors","Kent_Taylor","Kent Taylor was an American actor of ",37,7,FALSE,FALSE
"gender","American_actors","Kent_Taylor","Along with Clark Gable, Kent Taylor served ",43,7,FALSE,FALSE
"gender","American_actors","Lawrence_Taylor","His son Lawrence Taylor Jr. gave his ",37,7,FALSE,FALSE
"gender","American_actors","Robin_Lord_Taylor","Robin Lord Taylor is an American film and ",42,8,FALSE,FALSE
"gender","American_actors","Lou_Tellegen","Lou Tellegen was a Dutch-born stage and ",40,7,FALSE,FALSE
"gender","American_actors","Nino_Tempo","Nino Tempo is an American musician, singer, ",44,7,FALSE,FALSE
"gender","American_actors","Nino_Tempo","Nino Tempo was born in Niagara Falls, ",38,7,FALSE,FALSE
"gender","American_actors","Nino_Tempo","However, Nino Tempo is known best for ",38,7,FALSE,FALSE
"gender","American_actors","Harry_Tenbrook","Under the stage name, Harry Tenbrook, he ",41,7,FALSE,FALSE
"gender","American_actors","William_Tepper","William Tepper was an American actor and ",41,7,FALSE,FALSE
"gender","American_actors","Max_Terhune","Max Terhune was an American film actor ",39,7,FALSE,FALSE
"gender","American_actors","Leonard_Termo","Leonard Termo was an American character actor ",46,7,FALSE,FALSE
"gender","American_actors","Don_Terry","Don Terry was an American film actor, ",38,7,FALSE,FALSE
"gender","American_actors","Jonathan_Terry","Jonathan Terry  is a television and ",36,6,FALSE,FALSE
"gender","American_actors","Michael_Grant_Terry","Michael Grant Terry is an American actor, known ",48,8,FALSE,FALSE
"gender","American_actors","Phillip_Terry","Phillip Terry appeared in more than eighty ",43,7,FALSE,FALSE
"gender","American_actors","Phillip_Terry","... During [her marriage to Phillip Terry] ",43,7,FALSE,FALSE
"gender","American_actors","Arthur_Thalasso","Arthur Thalasso was an American stage actor ",44,7,FALSE,FALSE
"gender","American_actors","Russell_Thaw","Russell Thaw was treated indifferently by Harry ",48,7,FALSE,FALSE
"gender","American_actors","Jack_Thibeau","Jack Thibeau is an American film and ",37,7,FALSE,FALSE
"gender","American_actors","Robin_Thicke","Lewis has often put Robin Thicke in ",36,7,FALSE,FALSE
"gender","American_actors","Robin_Thicke","Later that year, Robin Thicke released his ",43,7,FALSE,FALSE
"gender","American_actors","Robin_Thicke","""At the age of 14, Robin Thicke ",32,7,FALSE,FALSE
"gender","American_actors","Roy_Thinnes","Roy Thinnes is an American television and ",42,7,FALSE,FALSE
"gender","American_actors","Danny_Thomas","Danny Thomas was an American nightclub comedian, ",49,7,FALSE,FALSE
"gender","American_actors","Danny_Thomas","I was still filming The Danny Thomas ",37,7,FALSE,FALSE
"gender","American_actors","Danny_Thomas","I asked Danny Thomas if he would ",33,7,FALSE,FALSE
"gender","American_actors","Danny_Thomas","The Danny Thomas Forever Stamp shows an ",40,7,FALSE,FALSE
"gender","American_actors","Eddie_Kaye_Thomas","Eddie Kaye Thomas is an American actor who ",43,8,FALSE,FALSE
"gender","American_actors","Jake_Thomas","Jake Thomas is an American actor, voice ",40,7,FALSE,FALSE
"gender","American_actors","Jay_Thomas","Jay Thomas was an American actor, comedian, ",44,7,FALSE,FALSE
"gender","American_actors","Jonathan_Taylor_Thomas","Jonathan Taylor Thomas is an American actor and ",48,8,FALSE,FALSE
"gender","American_actors","Khleo_Thomas","Khleo Thomas, is an American actor, rapper, ",44,7,FALSE,FALSE
"gender","American_actors","Philip_Michael_Thomas","Philip Michael Thomas is an American retired actor ",51,8,FALSE,FALSE
"gender","American_actors","Robin_Thomas","Robin Thomas is an American film, television ",45,7,FALSE,FALSE
"gender","American_actors","Rohn_Thomas","Rohn Thomas is an American actor, based ",40,7,FALSE,FALSE
"gender","American_actors","Sean_Patrick_Thomas","But after Sean Patrick Thomas recorded the role, ",49,8,FALSE,FALSE
"gender","American_actors","Charles_P._Thompson","Charles P. Thompson was an American stage, film, ",49,8,FALSE,FALSE
"gender","American_actors","Fred_Thompson","According to the Memphis Commercial Appeal:

Fred Thompson ",59,8,FALSE,FALSE
"gender","American_actors","Fred_Thompson","Fred Thompson was endorsed by the Virginia ",43,7,FALSE,FALSE
"gender","American_actors","Kenan_Thompson","Kenan Thompson is an American actor and ",40,7,FALSE,FALSE
"gender","American_actors","Marshall_Thompson","James Marshall Thompson was an American film ",45,7,FALSE,FALSE
"gender","American_actors","Kevin_Thoms","Kevin Thoms is an American television/film actor ",49,7,FALSE,FALSE
"gender","American_actors","Ken_Thorley","Ken Thorley is an actor who has ",32,7,FALSE,FALSE
"gender","American_actors","Robert_Thornby","Robert Thornby was an American director and ",44,7,FALSE,FALSE
"gender","American_actors","Billy_Bob_Thornton","Billy Bob Thornton is an American actor, writer, ",49,8,FALSE,FALSE
"gender","American_actors","Jim_Thorpe","""Jim Thorpe's world famous Indians"" barnstormed for ",52,7,FALSE,FALSE
"gender","American_actors","Jim_Thorpe","In 1986, the Jim Thorpe Association established ",48,7,FALSE,FALSE
"gender","American_actors","Jim_Thorpe","The Jim Thorpe Award is given annually ",39,7,FALSE,FALSE
"gender","American_actors","Jim_Thorpe","The appeals court held that Jim Thorpe ",39,7,FALSE,FALSE
"gender","American_actors","Russell_Thorson","Delos Russell Thorson  was an American ",39,6,FALSE,FALSE
"gender","American_actors","Ted_Thurston","Ted Thurston was an American actor and ",39,7,FALSE,FALSE
"gender","American_actors","Jonathan_Tiersten","Jonathan Tiersten is an American actor and ",43,7,FALSE,FALSE
"gender","American_actors","Kenneth_Tigar","Kenneth Tigar is an American actor, primarily ",46,7,FALSE,FALSE
"gender","American_actors","Kevin_Tighe","Kevin Tighe is an American actor who ",37,7,FALSE,FALSE
"gender","American_actors","Terrell_Tilford","Terrell Tilford is an American film, stage, ",44,7,FALSE,FALSE
"gender","American_actors","Edwin_B._Tilton","Edwin B. Tilton was an American actor of ",41,8,FALSE,FALSE
"gender","American_actors","Austin_Tindle","Austin Tindle is an American voice actor ",41,7,FALSE,FALSE
"gender","American_actors","Jimmy_Tingle","Jimmy Tingle is an American comic and ",38,7,FALSE,FALSE
"gender","American_actors","Jimmy_Tingle","“Jimmy Tingle's Uncommon Sense, The Education of ",49,7,FALSE,TRUE
"gender","American_actors","Jimmy_Tingle","Uncommon Sense was followed by Jimmy Tingle ",44,7,FALSE,FALSE
"gender","American_actors","LaMarcus_Tinker","LaMarcus Tinker is an American actor, producer ",47,7,FALSE,FALSE
"gender","American_actors","Matthew_Faber","Matthew Faber was an American actor best ",41,7,FALSE,FALSE
"gender","American_actors","Patrick_Fabian","Patrick Fabian is an American actor of ",39,7,FALSE,FALSE
"gender","American_actors","Joel_Fabiani","Joel Fabiani is an American film, television ",45,7,FALSE,FALSE
"gender","American_actors","Peter_Facinelli","Peter Facinelli is an American actor and ",41,7,FALSE,FALSE
"gender","American_actors","Tom_Fadden","Tom Fadden bore more than a passing ",36,7,FALSE,FALSE
"gender","American_actors","Jeff_Fahey","In 2017, Jeff Fahey joined the UK ",34,7,FALSE,FALSE
"gender","American_actors","Douglas_Fairbanks","They had one son, Douglas Fairbanks Jr., ",41,7,FALSE,FALSE
"gender","American_actors","Douglas_Fairbanks","The remains of his son, Douglas Fairbanks ",42,7,FALSE,FALSE
"gender","American_actors","Douglas_Fairbanks_Jr.","Douglas Fairbanks Jr. and the Beach Jumpers 9:55 ",49,8,FALSE,FALSE
"gender","American_actors","Michael_Fairman","Michael Fairman is an American actor and ",41,7,FALSE,FALSE
"gender","American_actors","Jeffrey_Falcon","Jeffrey Falcon is an American actor appearing ",46,7,FALSE,FALSE
"gender","American_actors","Mark_Famiglietti","Mark Famiglietti is an American actor and ",42,7,FALSE,FALSE
"gender","American_actors","Mark_Famiglietti","Mark Famiglietti appeared in Nobel Son and ",43,7,FALSE,FALSE
"gender","American_actors","Roger_Fan","Roger Fan is an American film, theater, ",40,7,FALSE,FALSE
"gender","American_actors","Roger_Fan","Media related to Roger Fan at Wikimedia ",40,7,FALSE,FALSE
"gender","American_actors","Richard_Fancy","Richard Fancy is named after his paternal ",42,7,FALSE,FALSE
"gender","American_actors","Joe_Farago","Joe Farago is an American actor, former ",40,7,FALSE,FALSE
"gender","American_actors","Jerry_Farber","Jerry Farber is an American educator and ",41,7,FALSE,FALSE
"gender","American_actors","Dennis_Farina","Dennis Farina was an American film and ",39,7,FALSE,FALSE
"gender","American_actors","David_Farkas","David Farkas is an American actor and ",38,7,FALSE,FALSE
"gender","American_actors","Kevin_Farley","Like his brother Chris, Kevin Farley attended ",46,7,FALSE,FALSE
"gender","American_actors","Richard_Farnsworth","""Richard Farnsworth, Stunt Man And 2-Time Oscar ",48,7,FALSE,FALSE
"gender","American_actors","Franklyn_Farnum","Franklyn Farnum was an American character actor ",48,7,FALSE,FALSE
"gender","American_actors","William_Farnum","William Farnum was an American stage and ",41,7,FALSE,FALSE
"gender","American_actors","Jamie_Farr","Jamie Farr is an American television and ",41,7,FALSE,FALSE
"gender","American_actors","Lee_Farr","Lee Farr was an American actor best ",36,7,FALSE,FALSE
"gender","American_actors","Charles_Farrell","Charles Farrell was an American film actor ",43,7,FALSE,FALSE
"gender","American_actors","Timothy_Farrell","Timothy Farrell was an American film actor, ",44,7,FALSE,FALSE
"gender","American_actors","Tommy_Farrell","Tommy Farrell was an American actor and ",40,7,FALSE,FALSE
"gender","American_actors","Jonathan_Farwell","Jonathan Farwell is an  American film, ",39,6,FALSE,FALSE
"gender","American_actors","Ron_Fassler","Ron Fassler is an American film and ",36,7,FALSE,FALSE
"gender","American_actors","Kent_Faulcon","Kent Faulcon is an American actor, director, ",45,7,FALSE,FALSE
"gender","American_actors","Edward_Faulkner","Edward Faulkner  is an American film ",37,6,FALSE,FALSE
"gender","American_actors","Ralph_Faulkner","Ralph Faulkner was an American fencer and ",42,7,FALSE,FALSE
"gender","American_actors","Jason_Faunt","Jason Faunt has two daughters, Keira and ",41,7,FALSE,FALSE
"gender","American_actors","Mark_Fauser","Mark Fauser is an American actor, director, ",44,7,FALSE,FALSE
"gender","American_actors","George_Fawcett","George Fawcett was an American stage and ",41,7,FALSE,FALSE
"gender","American_actors","Herbie_Faye","Herbie Faye was an American actor and ",38,7,FALSE,FALSE
"gender","American_actors","Frank_Faylen","Frank Faylen was an American film and ",38,7,FALSE,FALSE
"gender","American_actors","Fahim_Fazli","Fahim Fazli is an Afghan-born American film ",44,7,FALSE,FALSE
"gender","American_actors","Wayne_Federman","Wayne Federman is an American comedian, actor, ",47,7,FALSE,FALSE
"gender","American_actors","John_Fedevich","John Fedevich is an American drummer and ",41,7,FALSE,FALSE
"gender","American_actors","Roshon_Fegan","Raised in Los Angeles, Roshon Fegan had ",40,7,FALSE,FALSE
"gender","American_actors","Roy_Fegan","Roy Fegan is an American actor, producer, ",42,7,FALSE,FALSE
"gender","American_actors","Bernard_Fein","Bernard Fein was an American actor, television ",47,7,FALSE,FALSE
"gender","American_actors","Otto_Felix","Otto Felix was a motion picture and ",36,7,FALSE,FALSE
"gender","American_actors","Otto_Felix","In his later life Otto Felix was ",33,7,FALSE,FALSE
"gender","American_actors","Otto_Felix","Otto Felix - Founder of Film Actors ",36,7,FALSE,FALSE
"gender","American_actors","Norman_Fell","Norman Fell, was an American actor of ",38,7,FALSE,FALSE
"gender","American_actors","Don_Fellows","Don Fellows was an American actor known ",40,7,FALSE,FALSE
"gender","American_actors","Mark_Fenton","Mark Fenton was an American stage performer ",44,7,FALSE,FALSE
"gender","American_actors","Colm_Feore","Colm Feore on IMDb
Colm Feore at the ",37,8,FALSE,FALSE
"gender","American_actors","Al_Ferguson","Al Ferguson was an Irish-born American film ",44,7,FALSE,FALSE
"gender","American_actors","Casson_Ferguson","Casson Ferguson was an American film actor ",43,7,FALSE,FALSE
"gender","American_actors","Craig_Ferguson","Craig Ferguson is a Scottish-American television host, ",55,7,FALSE,FALSE
"gender","American_actors","Kareem_Ferguson","Kareem Ferguson, is an American actor on ",41,7,FALSE,FALSE
"gender","American_actors","Kareem_Ferguson","Kareem Ferguson has worked in regional theaters ",48,7,FALSE,FALSE
"gender","American_actors","Adam_Ferrara","Adam Ferrara is an American actor and ",38,7,FALSE,FALSE
"gender","American_actors","Mel_Ferrer","Mel Ferrer's U.S.-born mother, Mary Matilda Irene, ",51,7,FALSE,FALSE
"gender","American_actors","Mel_Ferrer","Mel Ferrer's aunt, Marie Louise O'Donohue, was ",47,7,FALSE,FALSE
"gender","American_actors","Chad_Ferrin","Chad Ferrin is an American horror film ",39,7,FALSE,FALSE
"gender","American_actors","Dan_Ferro","Dan Ferro is a retired American television ",43,7,FALSE,FALSE
