id_riga_originale,dominio,categoria,entita,tipo_newline,n_newline,posizioni_newline,prompt,prompt_visibile,prompt_candidato_whitespace
720,gender,American_actors,Christopher_Reeve,interno_singolo,1,27,"Christopher Reeve Homepage
Reeve, Christopher Nothing is Impossible, ","Christopher Reeve Homepage\\nReeve, Christopher Nothing is Impossible, ","Christopher Reeve Homepage Reeve, Christopher Nothing is Impossible,"
811,gender,American_actors,Fayard_Nicholas,interno_singolo,1,32,"Fayard Nicholas at Find a Grave
Fayard Nicholas ",Fayard Nicholas at Find a Grave\\nFayard Nicholas ,Fayard Nicholas at Find a Grave Fayard Nicholas
841,gender,American_actors,Chuck_Norris,interno_singolo,1,32,"The Chuck Norris Fitness System
The Secret of ",The Chuck Norris Fitness System\\nThe Secret of ,The Chuck Norris Fitness System The Secret of
887,gender,American_actors,Chris_Isaak,interno_singolo,1,37,"Chris Isaak discography at Discogs  
Chris ",Chris Isaak discography at Discogs  \\nChris ,Chris Isaak discography at Discogs Chris
924,gender,American_actors,Ricky_Jay,interno_singolo,1,30,"Ricky Jay & His 52 Assistants
Ricky Jay: ",Ricky Jay & His 52 Assistants\\nRicky Jay: ,Ricky Jay & His 52 Assistants Ricky Jay:
946,gender,American_actors,Penn_Jillette,interno_singolo,1,34,"(1982) by Various / Penn Jillette
Captain Howdy, ","(1982) by Various / Penn Jillette\\nCaptain Howdy, ","(1982) by Various / Penn Jillette Captain Howdy,"
1083,gender,American_actors,Ron_Balicki,interno_singolo,1,31,"8, by: Ron Balicki, ""Insiders""
""El Budoka"", 1996, ","8, by: Ron Balicki, ""Insiders""\\n""El Budoka"", 1996, ","8, by: Ron Balicki, ""Insiders"" ""El Budoka"", 1996,"
1146,gender,American_actors,Steve_Barton,interno_singolo,1,41,"http://www.ovrtur.com/biography/10128888
Steve Barton A Life Dedicated to the ",http://www.ovrtur.com/biography/10128888\\nSteve Barton A Life Dedicated to the ,http://www.ovrtur.com/biography/10128888 Steve Barton A Life Dedicated to the
1350,gender,American_actors,Sean_Kanan,interno_singolo,1,3,"TV
Sean Kanan Talks About His Restless ",TV\\nSean Kanan Talks About His Restless ,TV Sean Kanan Talks About His Restless
1380,gender,American_actors,Kurt_Kasznar,interno_singolo,1,21,"Kurt Kasznar on IMDb
Kurt Kasznar biography, actordatabase.com; ","Kurt Kasznar on IMDb\\nKurt Kasznar biography, actordatabase.com; ","Kurt Kasznar on IMDb Kurt Kasznar biography, actordatabase.com;"
1387,gender,American_actors,Andy_Kaufman,interno_singolo,1,19,"ISBN 0-375-50457-5
Keller, Florian, Andy Kaufman: Wrestling with ","ISBN 0-375-50457-5\\nKeller, Florian, Andy Kaufman: Wrestling with ","ISBN 0-375-50457-5 Keller, Florian, Andy Kaufman: Wrestling with"
1388,gender,American_actors,Andy_Kaufman,interno_singolo,1,16,"ISBN 158648317X
Margulies, Lynne; Zmuda, Bob, Andy Kaufman, ","ISBN 158648317X\\nMargulies, Lynne; Zmuda, Bob, Andy Kaufman, ","ISBN 158648317X Margulies, Lynne; Zmuda, Bob, Andy Kaufman,"
1390,gender,American_actors,Andy_Kaufman,interno_singolo,1,38,"“Waking Andy Kaufman.” by Bill Jensen
Uncle Andy’s ",“Waking Andy Kaufman.” by Bill Jensen\\nUncle Andy’s ,“Waking Andy Kaufman.” by Bill Jensen Uncle Andy’s
1414,gender,American_actors,Buster_Keaton,interno_singolo,1,6,"Group
Meade, Marion, Buster Keaton: Cut to the ","Group\\nMeade, Marion, Buster Keaton: Cut to the ","Group Meade, Marion, Buster Keaton: Cut to the"
1415,gender,American_actors,Buster_Keaton,interno_singolo,1,32,"of Washington/Sayre collection)
Buster Keaton's Silent Shorts by ",of Washington/Sayre collection)\\nBuster Keaton's Silent Shorts by ,of Washington/Sayre collection) Buster Keaton's Silent Shorts by
1577,gender,American_actors,Dennis_Weaver,interno_singolo,1,30,"(information on his ancestry)
Dennis Weaver at Find ",(information on his ancestry)\\nDennis Weaver at Find ,(information on his ancestry) Dennis Weaver at Find
1634,gender,American_actors,Gordon_Parks,interno_singolo,1,23,"ISBN 978-3-86930-801-2
Russell Lord, Gordon Parks: The Making ","ISBN 978-3-86930-801-2\\nRussell Lord, Gordon Parks: The Making ","ISBN 978-3-86930-801-2 Russell Lord, Gordon Parks: The Making"
1759,gender,American_actors,Gordon_MacRae,interno_singolo,1,45,"(Birch Lane Press, 1992) ISBN 978-1559721127
Gordon MacRae: ","(Birch Lane Press, 1992) ISBN 978-1559721127\\nGordon MacRae: ","(Birch Lane Press, 1992) ISBN 978-1559721127 Gordon MacRae:"
1797,gender,American_actors,Aasif_Mandvi,interno_singolo,1,12,"– Interview
One on One – Aasif Mandvi ",– Interview\\nOne on One – Aasif Mandvi ,– Interview One on One – Aasif Mandvi
1864,gender,American_actors,Bobby_Darin,interno_singolo,1,28,"Bobby Darin at Find a Grave
""Beyond the ","Bobby Darin at Find a Grave\\n""Beyond the ","Bobby Darin at Find a Grave ""Beyond the"
1903,gender,American_actors,Sid_Davis,interno_singolo,1,18,"Sid Davis on IMDb
Sid Davis at the ",Sid Davis on IMDb\\nSid Davis at the ,Sid Davis on IMDb Sid Davis at the
1981,gender,American_actors,Hoagy_Carmichael,interno_singolo,1,33,"Hoagy Carmichael at Find a Grave
Hoagy Carmichael ",Hoagy Carmichael at Find a Grave\\nHoagy Carmichael ,Hoagy Carmichael at Find a Grave Hoagy Carmichael
2038,gender,American_actors,Randy_Quaid,interno_singolo,1,33,"January 2011 Vanity Fair profile
Randy Quaid at ",January 2011 Vanity Fair profile\\nRandy Quaid at ,January 2011 Vanity Fair profile Randy Quaid at
2100,gender,American_actresses,Lucille_Ball,interno_singolo,1,50,"Lucille Ball and several other actors participate
""Wanda ","Lucille Ball and several other actors participate\\n""Wanda ","Lucille Ball and several other actors participate ""Wanda"
2113,gender,American_actresses,Ethel_Barrymore,interno_singolo,1,19,"of South Carolina)
Ethel Barrymore - ",of South Carolina)\\nEthel Barrymore - ,of South Carolina) Ethel Barrymore -
2134,gender,American_actresses,Karen_Black,interno_singolo,1,24,"Karen Black at AllMovie
Works by or about ",Karen Black at AllMovie\\nWorks by or about ,Karen Black at AllMovie Works by or about
2165,gender,American_actresses,Billie_Burke,interno_singolo,1,31,"of Washington Sayre collection
Billie Burke photos ",of Washington Sayre collection\\nBillie Burke photos ,of Washington Sayre collection Billie Burke photos
2166,gender,American_actresses,Billie_Burke,interno_singolo,1,34,"of Louisville Macauley Collection
Flo Ziegfeld-Billie Burke Papers, ","of Louisville Macauley Collection\\nFlo Ziegfeld-Billie Burke Papers, ","of Louisville Macauley Collection Flo Ziegfeld-Billie Burke Papers,"
2196,gender,American_actresses,Diahann_Carroll,interno_singolo,1,50,"Diahann Carroll at the Internet Broadway Database
Diahann ",Diahann Carroll at the Internet Broadway Database\\nDiahann ,Diahann Carroll at the Internet Broadway Database Diahann
2205,gender,American_actresses,Carol_Channing,interno_singolo,1,7,"(2004)
Carol Channing: The First Eighty Years Are ",(2004)\\nCarol Channing: The First Eighty Years Are ,(2004) Carol Channing: The First Eighty Years Are
2271,gender,American_actresses,Doris_Day,interno_singolo,1,41,"Hawthorne Publishing, ISBN 9780978716738
Braun, Eric, Doris Day ","Hawthorne Publishing, ISBN 9780978716738\\nBraun, Eric, Doris Day ","Hawthorne Publishing, ISBN 9780978716738 Braun, Eric, Doris Day"
2298,gender,American_actresses,Phyllis_Diller,interno_singolo,1,31,"Phyllis Diller at Find a Grave
One of ",Phyllis Diller at Find a Grave\\nOne of ,Phyllis Diller at Find a Grave One of
2312,gender,American_actresses,Marie_Dressler,interno_singolo,1,33,"of Washington, Sayre collection)
Marie Dressler reading newspaper ","of Washington, Sayre collection)\\nMarie Dressler reading newspaper ","of Washington, Sayre collection) Marie Dressler reading newspaper"
2313,gender,American_actresses,Marie_Dressler,interno_singolo,1,33,"of Washington, Sayre collection)
Marie Dressler in a ","of Washington, Sayre collection)\\nMarie Dressler in a ","of Washington, Sayre collection) Marie Dressler in a"
2330,gender,American_actresses,Lisa_Edelstein,interno_singolo,1,15,"Lisa Edelstein
is an American actress and ",Lisa Edelstein\\nis an American actress and ,Lisa Edelstein is an American actress and
2379,gender,American_actresses,Jane_Fonda,interno_singolo,1,44,"Jane Fonda Profile at Turner Classic Movies
About.com ",Jane Fonda Profile at Turner Classic Movies\\nAbout.com ,Jane Fonda Profile at Turner Classic Movies About.com
2392,gender,American_actresses,Kay_Francis,interno_singolo,1,37,"ISBN 0786411376, ISBN 978-0786411375
Callahan, Dan, Kay Francis: ","ISBN 0786411376, ISBN 978-0786411375\\nCallahan, Dan, Kay Francis: ","ISBN 0786411376, ISBN 978-0786411375 Callahan, Dan, Kay Francis:"
2401,gender,American_actresses,Annette_Funicello,interno_singolo,1,25,"Obituary from Disney D23
Annette Funicello at Brian's ",Obituary from Disney D23\\nAnnette Funicello at Brian's ,Obituary from Disney D23 Annette Funicello at Brian's
2413,gender,American_actresses,Ava_Gardner,interno_singolo,1,28,"Ava Gardner at Find a Grave
Ava Gardner ",Ava Gardner at Find a Grave\\nAva Gardner ,Ava Gardner at Find a Grave Ava Gardner
2622,gender,American_actresses,Nancy_Kovack,interno_singolo,1,29,"Nancy Kovack at Memory Alpha
Nancy Kovack at ",Nancy Kovack at Memory Alpha\\nNancy Kovack at ,Nancy Kovack at Memory Alpha Nancy Kovack at
2712,gender,American_actresses,Dorothy_Malone,interno_singolo,1,30,"(on shooting The Last Voyage)
Dorothy Malone photo ",(on shooting The Last Voyage)\\nDorothy Malone photo ,(on shooting The Last Voyage) Dorothy Malone photo
2736,gender,American_actresses,Mary_Elizabeth_Mastrantonio,interno_singolo,1,67,"Movies: Mary Elizabeth Mastrantonio biography Retrieved 2012-08-28
The Sunday ",Movies: Mary Elizabeth Mastrantonio biography Retrieved 2012-08-28\\nThe Sunday ,Movies: Mary Elizabeth Mastrantonio biography Retrieved 2012-08-28 The Sunday
2771,gender,American_actresses,Liza_Minnelli,interno_singolo,1,17,"Carol Publishing
Schechter, Scott, The Liza Minnelli ","Carol Publishing\\nSchechter, Scott, The Liza Minnelli ","Carol Publishing Schechter, Scott, The Liza Minnelli"
2781,gender,American_actresses,Grace_Moore,interno_singolo,1,28,"Grace Moore at Find a Grave
Grace Moore ",Grace Moore at Find a Grave\\nGrace Moore ,Grace Moore at Find a Grave Grace Moore
2790,gender,American_actresses,Mary_Tyler_Moore,interno_singolo,1,25,"Mary Tyler Moore on IMDb
Mary Tyler Moore at ",Mary Tyler Moore on IMDb\\nMary Tyler Moore at ,Mary Tyler Moore on IMDb Mary Tyler Moore at
2828,gender,American_actresses,Eleanor_Parker,interno_singolo,1,42,"Eleanor Parker photographs and literature
Eleanor Parker at ",Eleanor Parker photographs and literature\\nEleanor Parker at ,Eleanor Parker photographs and literature Eleanor Parker at
3077,gender,American_actresses,Oprah_Winfrey,interno_singolo,1,28,"Accessed September 17, 2010
Works by Oprah Winfrey ","Accessed September 17, 2010\\nWorks by Oprah Winfrey ","Accessed September 17, 2010 Works by Oprah Winfrey"
3111,gender,American_actresses,Julie_Marie_Berman,interno_singolo,1,20,"Julie Marie Berman 
(born November 3, 1983) is ","Julie Marie Berman \\n(born November 3, 1983) is ","Julie Marie Berman (born November 3, 1983) is"
3126,gender,American_actresses,Joan_Collins,interno_singolo,1,26,"Debrett's People of Today
Joan Collins interview on ",Debrett's People of Today\\nJoan Collins interview on ,Debrett's People of Today Joan Collins interview on
23517,political,capitalism,State_capitalism,interno_singolo,1,35,"by Aufheben at the Wayback Machine
State Capitalism ",by Aufheben at the Wayback Machine\\nState Capitalism ,by Aufheben at the Wayback Machine State Capitalism
23519,political,capitalism,State_capitalism,interno_singolo,1,46,"James on Marx's Capital and State Capitalism""
State ","James on Marx's Capital and State Capitalism""\\nState ","James on Marx's Capital and State Capitalism"" State"
23554,political,capitalism,Welfare_capitalism,interno_singolo,1,58,"Brandes, Stuart D. American Welfare Capitalism, 1880–1940
Crawford, ","Brandes, Stuart D. American Welfare Capitalism, 1880–1940\\nCrawford, ","Brandes, Stuart D. American Welfare Capitalism, 1880–1940 Crawford,"
23555,political,capitalism,Welfare_capitalism,interno_singolo,1,38,"Social Democracy & Welfare Capitalism
Jacoby, Sanford M.  ","Social Democracy & Welfare Capitalism\\nJacoby, Sanford M.  ","Social Democracy & Welfare Capitalism Jacoby, Sanford M."
23557,political,capitalism,Welfare_capitalism,interno_singolo,1,12,"3 Oct. 2009
M. Ramesh; ""Welfare Capitalism in ","3 Oct. 2009\\nM. Ramesh; ""Welfare Capitalism in ","3 Oct. 2009 M. Ramesh; ""Welfare Capitalism in"
21942,political,communism,History_of_communism,interno_singolo,1,8,"excerpt
Harvey, Robert, A Short History of Communism, ISBN ","excerpt\\nHarvey, Robert, A Short History of Communism, ISBN ","excerpt Harvey, Robert, A Short History of Communism, ISBN"
21943,political,communism,History_of_communism,interno_singolo,1,37,"The Red Flag: A History of Communism
Sandle, ","The Red Flag: A History of Communism\\nSandle, ","The Red Flag: A History of Communism Sandle,"
21975,political,communism,Scientific_communism,interno_singolo,1,7,"(1985)
Scientific ",(1985)\\nScientific ,(1985) Scientific
21984,political,communism,Libertarian_communism,interno_singolo,1,35,"Manifesto of Libertarian Communism
Luigi ",Manifesto of Libertarian Communism\\nLuigi ,Manifesto of Libertarian Communism Luigi
22021,political,communism,Anarchist_communism,interno_singolo,1,22,"""Anarchist Communism""
Alain ","""Anarchist Communism""\\nAlain ","""Anarchist Communism"" Alain"
22807,political,conservatism,Civic_conservatism,interno_singolo,1,45,"[D. Willetts, Civic Conservatism, pp 15, 18]
Fourteen ","[D. Willetts, Civic Conservatism, pp 15, 18]\\nFourteen ","[D. Willetts, Civic Conservatism, pp 15, 18] Fourteen"
22850,political,conservatism,Conservatism_in_Canada,interno_singolo,1,23,"Conservatism in Canada
Farney, James ","Conservatism in Canada\\nFarney, James ","Conservatism in Canada Farney, James"
22435,political,democracy,Deliberative_democracy,interno_singolo,1,23,"National Issues Forums
Center for Deliberative Democracy, Stanford ","National Issues Forums\\nCenter for Deliberative Democracy, Stanford ","National Issues Forums Center for Deliberative Democracy, Stanford"
22485,political,democracy,Interactive_democracy,interno_singolo,1,6,"Costs
Proponents of interactive democracy believe that the ",Costs\\nProponents of interactive democracy believe that the ,Costs Proponents of interactive democracy believe that the
22486,political,democracy,Interactive_democracy,interno_singolo,1,18,"ID and Parliament
Interactive democracy recognises the importance ",ID and Parliament\\nInteractive democracy recognises the importance ,ID and Parliament Interactive democracy recognises the importance
22496,political,democracy,Jeffersonian_democracy,interno_singolo,1,7,"online
Robertson, Andrew W. ""Afterword: Reconceptualizing Jeffersonian Democracy,"" ","online\\nRobertson, Andrew W. ""Afterword: Reconceptualizing Jeffersonian Democracy,"" ","online Robertson, Andrew W. ""Afterword: Reconceptualizing Jeffersonian Democracy,"""
22526,political,democracy,Pluralist_democracy,interno_singolo,1,29,"577–587, University of Utah)
""A Pluralist Democracy"", article ","577–587, University of Utah)\\n""A Pluralist Democracy"", article ","577–587, University of Utah) ""A Pluralist Democracy"", article"
22528,political,democracy,Popular_democracy,interno_singolo,1,37,"- a text defending Popular democracy
Sovereignty, an ","- a text defending Popular democracy\\nSovereignty, an ","- a text defending Popular democracy Sovereignty, an"
22563,political,democracy,Workplace_democracy,interno_singolo,1,50,"Articles by David Ellerman on workplace democracy
Workplace ",Articles by David Ellerman on workplace democracy\\nWorkplace ,Articles by David Ellerman on workplace democracy Workplace
22693,political,liberalism,Liberalism_in_Germany,interno_singolo,1,22,"Liberalism in Germany
Kwan, ","Liberalism in Germany\\nKwan, ","Liberalism in Germany Kwan,"
22694,political,liberalism,Liberalism_in_Germany,interno_singolo,1,22,"Liberalism in Germany
Mork, Gordon R. ""Bismarck and the ","Liberalism in Germany\\nMork, Gordon R. ""Bismarck and the ","Liberalism in Germany Mork, Gordon R. ""Bismarck and the"
23236,political,nationalism,Russian_nationalism,interno_singolo,1,46,"The Faces of Contemporary Russian Nationalism
Frolova-Walker, ","The Faces of Contemporary Russian Nationalism\\nFrolova-Walker, ","The Faces of Contemporary Russian Nationalism Frolova-Walker,"
23243,political,nationalism,Spanish_nationalism,interno_singolo,1,19,"José Álvarez Junco
Since then, Spanish nationalism has ","José Álvarez Junco\\nSince then, Spanish nationalism has ","José Álvarez Junco Since then, Spanish nationalism has"
22155,political,socialism,Democratic_socialism,interno_singolo,1,6,"[...]
Today democratic socialism's task is to recover ",[...]\\nToday democratic socialism's task is to recover ,[...] Today democratic socialism's task is to recover
14046,profession,artistic_occupations,Curator,interno_singolo,1,14,"Curating.info
CRUMB – Curatorial Resource for Upstart ",Curating.info\\nCRUMB – Curatorial Resource for Upstart ,Curating.info CRUMB – Curatorial Resource for Upstart
14202,profession,artistic_occupations,Singer,interno_singolo,1,21,"Voice classification
Vocal styles: for classical singers, ","Voice classification\\nVocal styles: for classical singers, ","Voice classification Vocal styles: for classical singers,"
14326,profession,artistic_occupations,Art,interno_singolo,1,15,"– Steve Mithen
Art as ",– Steve Mithen\\nArt as ,– Steve Mithen Art as
14329,profession,artistic_occupations,Art,interno_singolo,1,15,"– André Breton
Art as a ""free ","– André Breton\\nArt as a ""free ","– André Breton Art as a ""free"
14366,profession,artistic_occupations,Art,interno_singolo,1,21,"But is it Art?, 1995
Catherine de ","But is it Art?, 1995\\nCatherine de ","But is it Art?, 1995 Catherine de"
14369,profession,artistic_occupations,Art,interno_singolo,1,23,"ISBN 978-0-226-75342-3
Arthur Danto, The Abuse ","ISBN 978-0-226-75342-3\\nArthur Danto, The Abuse ","ISBN 978-0-226-75342-3 Arthur Danto, The Abuse"
21378,profession,corporate_titles,Chief_Customer_Officer,interno_singolo,1,36,"Classifying Chief Customer Officers
Bliss, ","Classifying Chief Customer Officers\\nBliss, ","Classifying Chief Customer Officers Bliss,"
21431,profession,corporate_titles,Chief_Risk_Officer,interno_singolo,1,4,"[2]
Chief Risk Officers are in the bottom tenth ",[2]\\nChief Risk Officers are in the bottom tenth ,[2] Chief Risk Officers are in the bottom tenth
21433,profession,corporate_titles,Chief_Risk_Officer,interno_singolo,1,27,"Skills: Chief Risk Officer
The Chief Risk Officer: What ",Skills: Chief Risk Officer\\nThe Chief Risk Officer: What ,Skills: Chief Risk Officer The Chief Risk Officer: What
15831,profession,dance_occupations,Circle_dance,interno_singolo,1,30,"Central Scotland Circle Dance
Circle Dance ",Central Scotland Circle Dance\\nCircle Dance ,Central Scotland Circle Dance Circle Dance
15847,profession,dance_occupations,Contra_dance,interno_singolo,1,22,"Sample contra dances:
Traditional - the actives do ",Sample contra dances:\\nTraditional - the actives do ,Sample contra dances: Traditional - the actives do
15851,profession,dance_occupations,Contra_dance,interno_singolo,1,45,"Hamilton Contra Dances A Contra Dance Primer
Sharon ",Hamilton Contra Dances A Contra Dance Primer\\nSharon ,Hamilton Contra Dances A Contra Dance Primer Sharon
15935,profession,dance_occupations,Folk_dance,interno_singolo,1,34,"Dabke, a folk dance of the Levant
Domkach, ","Dabke, a folk dance of the Levant\\nDomkach, ","Dabke, a folk dance of the Levant Domkach,"
16100,profession,dance_occupations,Modern_dance,interno_singolo,1,19,"ISBN 0-87127-172-9
Au, S. Ballet and Modern ","ISBN 0-87127-172-9\\nAu, S. Ballet and Modern ","ISBN 0-87127-172-9 Au, S. Ballet and Modern"
16103,profession,dance_occupations,Modern_dance,interno_singolo,1,19,"ISBN 0-8317-0763-1
Love, P. Modern Dance Terminology: ","ISBN 0-8317-0763-1\\nLove, P. Modern Dance Terminology: ","ISBN 0-8317-0763-1 Love, P. Modern Dance Terminology:"
16104,profession,dance_occupations,Modern_dance,interno_singolo,1,19,"ISBN 0-87127-211-3
Minton, S. Modern Dance: Body ","ISBN 0-87127-211-3\\nMinton, S. Modern Dance: Body ","ISBN 0-87127-211-3 Minton, S. Modern Dance: Body"
16168,profession,dance_occupations,Bulgarian_dances,interno_singolo,1,22,"Bulgarian folk dances
Video clips of Bulgarian dances ",Bulgarian folk dances\\nVideo clips of Bulgarian dances ,Bulgarian folk dances Video clips of Bulgarian dances
17524,profession,engineering_branches,Irrigation,interno_singolo,1,24,"New Orleans, Louisiana)
Underirrigation or irrigation giving ","New Orleans, Louisiana)\\nUnderirrigation or irrigation giving ","New Orleans, Louisiana) Underirrigation or irrigation giving"
17917,profession,engineering_branches,Mathematical_model,interno_singolo,1,19,"ISBN 0-486-41180-X
Gary Chartrand Graphs as Mathematical Models, ","ISBN 0-486-41180-X\\nGary Chartrand Graphs as Mathematical Models, ","ISBN 0-486-41180-X Gary Chartrand Graphs as Mathematical Models,"
17989,profession,engineering_branches,Computer_network,interno_singolo,1,44,"Important publications in computer networks
Network Communication Architecture ",Important publications in computer networks\\nNetwork Communication Architecture ,Important publications in computer networks Network Communication Architecture
18016,profession,engineering_branches,Partial_discharge,interno_singolo,1,48,"Partial Discharge Technical Articles and Papers
Measurement and ",Partial Discharge Technical Articles and Papers\\nMeasurement and ,Partial Discharge Technical Articles and Papers Measurement and
18412,profession,engineering_branches,Spacecraft,interno_singolo,1,13,"Life support
Spacecraft intended for human spaceflight must ",Life support\\nSpacecraft intended for human spaceflight must ,Life support Spacecraft intended for human spaceflight must
18413,profession,engineering_branches,Spacecraft,interno_singolo,1,17,"Attitude control
A Spacecraft needs an attitude control ",Attitude control\\nA Spacecraft needs an attitude control ,Attitude control A Spacecraft needs an attitude control
18415,profession,engineering_branches,Spacecraft,interno_singolo,1,15,"Communications
Spacecraft, both robotic and crewed, utilize ","Communications\\nSpacecraft, both robotic and crewed, utilize ","Communications Spacecraft, both robotic and crewed, utilize"
18452,profession,engineering_branches,Wind_farm,interno_singolo,1,44,"Waters National Renewable Energy Laboratory
Biggest Wind Farms ",Waters National Renewable Energy Laboratory\\nBiggest Wind Farms ,Waters National Renewable Energy Laboratory Biggest Wind Farms
18465,profession,engineering_branches,Aeronautics,interno_singolo,1,22,"Hierarchical taxonomy
""Ideas in Aeronautics & ","Hierarchical taxonomy\\n""Ideas in Aeronautics & ","Hierarchical taxonomy ""Ideas in Aeronautics &"
18544,profession,engineering_branches,Mechatronics,interno_singolo,1,16,"CRC Press, 2005
Onwubolu, Godfrey C., ","CRC Press, 2005\\nOnwubolu, Godfrey C., ","CRC Press, 2005 Onwubolu, Godfrey C.,"
18545,profession,engineering_branches,Mechatronics,interno_singolo,1,32,"Mechatronics Journal – Elsevier
mechatronic applications and ",Mechatronics Journal – Elsevier\\nmechatronic applications and ,Mechatronics Journal – Elsevier mechatronic applications and
18806,profession,engineering_branches,Neural_engineering,interno_singolo,1,43,"ISBN 978-0-8493-8174-4.CS1 maint: ref=harv
Neural Engineering ISBN ",ISBN 978-0-8493-8174-4.CS1 maint: ref=harv\\nNeural Engineering ISBN ,ISBN 978-0-8493-8174-4.CS1 maint: ref=harv Neural Engineering ISBN
18838,profession,engineering_branches,Bioacoustics,interno_singolo,1,19,"ISBN 0-7486-0148-1
Fletcher N.: Animal ",ISBN 0-7486-0148-1\\nFletcher N.: Animal ,ISBN 0-7486-0148-1 Fletcher N.: Animal
19011,profession,engineering_branches,Lightning,interno_singolo,1,37,"How Lightning Works at HowStuffWorks
Thunderstorms and ",How Lightning Works at HowStuffWorks\\nThunderstorms and ,How Lightning Works at HowStuffWorks Thunderstorms and
19067,profession,engineering_branches,Escalator,interno_singolo,1,12,"(See above)
The longest escalator of a ",(See above)\\nThe longest escalator of a ,(See above) The longest escalator of a
19379,profession,engineering_branches,Wind_turbine,interno_singolo,1,25,"Largest 1-bladed turbine
The largest single-bladed wind turbine ",Largest 1-bladed turbine\\nThe largest single-bladed wind turbine ,Largest 1-bladed turbine The largest single-bladed wind turbine
19381,profession,engineering_branches,Wind_turbine,interno_singolo,1,17,"Highest-situated
Since 2013 the world's highest-situated wind turbine ",Highest-situated\\nSince 2013 the world's highest-situated wind turbine ,Highest-situated Since 2013 the world's highest-situated wind turbine
19382,profession,engineering_branches,Wind_turbine,interno_singolo,1,30,"Largest floating wind turbine
The world's largest floating wind turbine is ",Largest floating wind turbine\\nThe world's largest floating wind turbine is ,Largest floating wind turbine The world's largest floating wind turbine is
19567,profession,engineering_branches,Information_theory,interno_singolo,1,33,""", Journal of Chemical Education
IEEE Information Theory ",""", Journal of Chemical Education\\nIEEE Information Theory ",""", Journal of Chemical Education IEEE Information Theory"
19604,profession,engineering_branches,Computer_vision,interno_singolo,1,53,"Keith Price's Annotated Computer Vision Bibliography
CVonline Bob ",Keith Price's Annotated Computer Vision Bibliography\\nCVonline Bob ,Keith Price's Annotated Computer Vision Bibliography CVonline Bob
19653,profession,engineering_branches,Systems_engineering,interno_singolo,1,25,"Configuration management
Like systems engineering, configuration management as ","Configuration management\\nLike systems engineering, configuration management as ","Configuration management Like systems engineering, configuration management as"
19655,profession,engineering_branches,Systems_engineering,interno_singolo,1,24,"Mechatronic engineering
Mechatronic engineering, like systems engineering, is ","Mechatronic engineering\\nMechatronic engineering, like systems engineering, is ","Mechatronic engineering Mechatronic engineering, like systems engineering, is"
19656,profession,engineering_branches,Systems_engineering,interno_singolo,1,20,"Operations research
Operations research supports systems ",Operations research\\nOperations research supports systems ,Operations research Operations research supports systems
19659,profession,engineering_branches,Systems_engineering,interno_singolo,1,11,"Scheduling
Scheduling is one of the systems engineering ",Scheduling\\nScheduling is one of the systems engineering ,Scheduling Scheduling is one of the systems engineering
