metric,model_key,domain,category,status,reason,n_records
gender_unigram,qwen3_8b_base,profession,metalworking_occupations,excluded,anonymization:no_dictionary_match,37
gender_unigram,qwen3_8b_base,profession,metalworking_occupations,excluded,anonymization:no_prompt_match,21
gender_unigram,qwen3_8b_base,profession,metalworking_occupations,excluded,anonymization:subject_entity_type_unverified,2238
gender_unigram,qwen3_8b_base,profession,metalworking_occupations,excluded,han_pending_review,35
gender_unigram,qwen3_8b_base,profession,metalworking_occupations,excluded,han_pending_review;anonymization:no_dictionary_match,1
gender_unigram,qwen3_8b_base,profession,metalworking_occupations,excluded,han_pending_review;anonymization:no_prompt_match,1
gender_unigram,qwen3_8b_base,profession,metalworking_occupations,excluded,han_pending_review;anonymization:subject_entity_type_unverified,152
gender_unigram,qwen3_8b_base,profession,metalworking_occupations,scored,,640
gender_unigram,qwen3_8b_base,profession,nursing_specialties,excluded,anonymization:no_dictionary_match,2
gender_unigram,qwen3_8b_base,profession,nursing_specialties,excluded,anonymization:no_prompt_match,2
gender_unigram,qwen3_8b_base,profession,nursing_specialties,excluded,anonymization:subject_entity_type_unverified,1036
gender_unigram,qwen3_8b_base,profession,nursing_specialties,excluded,han_pending_review,3
gender_unigram,qwen3_8b_base,profession,nursing_specialties,excluded,han_pending_review;anonymization:no_dictionary_match,1
gender_unigram,qwen3_8b_base,profession,nursing_specialties,excluded,han_pending_review;anonymization:subject_entity_type_unverified,44
gender_unigram,qwen3_8b_base,profession,nursing_specialties,scored,,377
gender_unigram,qwen3_8b_base,profession,professional_driver_types,excluded,anonymization:subject_entity_type_unverified,77
gender_unigram,qwen3_8b_base,profession,professional_driver_types,excluded,han_pending_review,21
gender_unigram,qwen3_8b_base,profession,professional_driver_types,excluded,han_pending_review;anonymization:subject_entity_type_unverified,3
gender_unigram,qwen3_8b_base,profession,professional_driver_types,scored,,209
gender_unigram,qwen3_8b_base,profession,railway_industry_occupations,excluded,anonymization:no_dictionary_match,2
gender_unigram,qwen3_8b_base,profession,railway_industry_occupations,excluded,anonymization:subject_entity_type_unverified,216
gender_unigram,qwen3_8b_base,profession,railway_industry_occupations,excluded,han_pending_review,18
gender_unigram,qwen3_8b_base,profession,railway_industry_occupations,excluded,han_pending_review;anonymization:no_dictionary_match,3
gender_unigram,qwen3_8b_base,profession,railway_industry_occupations,excluded,han_pending_review;anonymization:subject_entity_type_unverified,4
gender_unigram,qwen3_8b_base,profession,railway_industry_occupations,scored,,442
gender_unigram,qwen3_8b_base,profession,scientific_occupations,excluded,anonymization:no_dictionary_match,186
gender_unigram,qwen3_8b_base,profession,scientific_occupations,excluded,anonymization:no_prompt_match,28
gender_unigram,qwen3_8b_base,profession,scientific_occupations,excluded,anonymization:subject_entity_type_unverified,1939
gender_unigram,qwen3_8b_base,profession,scientific_occupations,excluded,han_pending_review,128
gender_unigram,qwen3_8b_base,profession,scientific_occupations,excluded,han_pending_review;anonymization:no_dictionary_match,11
gender_unigram,qwen3_8b_base,profession,scientific_occupations,excluded,han_pending_review;anonymization:subject_entity_type_unverified,86
gender_unigram,qwen3_8b_base,profession,scientific_occupations,scored,,1742
gender_unigram,qwen3_8b_base,profession,sewing_occupations,excluded,anonymization:no_dictionary_match,31
gender_unigram,qwen3_8b_base,profession,sewing_occupations,excluded,anonymization:no_prompt_match,6
gender_unigram,qwen3_8b_base,profession,sewing_occupations,excluded,anonymization:subject_entity_type_unverified,3625
gender_unigram,qwen3_8b_base,profession,sewing_occupations,excluded,han_pending_review,8
gender_unigram,qwen3_8b_base,profession,sewing_occupations,excluded,han_pending_review;anonymization:no_dictionary_match,5
gender_unigram,qwen3_8b_base,profession,sewing_occupations,excluded,han_pending_review;anonymization:no_prompt_match,3
gender_unigram,qwen3_8b_base,profession,sewing_occupations,excluded,han_pending_review;anonymization:subject_entity_type_unverified,235
gender_unigram,qwen3_8b_base,profession,sewing_occupations,scored,,237
gender_unigram,qwen3_8b_base,profession,theatre_personnel,excluded,anonymization:no_dictionary_match,29
gender_unigram,qwen3_8b_base,profession,theatre_personnel,excluded,anonymization:no_prompt_match,8
gender_unigram,qwen3_8b_base,profession,theatre_personnel,excluded,anonymization:subject_entity_type_unverified,2529
gender_unigram,qwen3_8b_base,profession,theatre_personnel,excluded,han_pending_review,86
gender_unigram,qwen3_8b_base,profession,theatre_personnel,excluded,han_pending_review;anonymization:no_dictionary_match,2
gender_unigram,qwen3_8b_base,profession,theatre_personnel,excluded,han_pending_review;anonymization:no_prompt_match,1
gender_unigram,qwen3_8b_base,profession,theatre_personnel,excluded,han_pending_review;anonymization:subject_entity_type_unverified,156
gender_unigram,qwen3_8b_base,profession,theatre_personnel,scored,,1399
gender_unigram,qwen3_8b_base,profession,writing_occupations,excluded,anonymization:no_dictionary_match,8
gender_unigram,qwen3_8b_base,profession,writing_occupations,excluded,anonymization:no_prompt_match,6
gender_unigram,qwen3_8b_base,profession,writing_occupations,excluded,anonymization:subject_entity_type_unverified,579
gender_unigram,qwen3_8b_base,profession,writing_occupations,excluded,han_pending_review,110
gender_unigram,qwen3_8b_base,profession,writing_occupations,excluded,han_pending_review;anonymization:no_dictionary_match,1
gender_unigram,qwen3_8b_base,profession,writing_occupations,excluded,han_pending_review;anonymization:subject_entity_type_unverified,46
gender_unigram,qwen3_8b_base,profession,writing_occupations,scored,,1355
gender_unigram,qwen3_8b_base,race,African_Americans,not_applicable,domain_outside_scope,9270
gender_unigram,qwen3_8b_base,race,Asian_Americans,not_applicable,domain_outside_scope,4305
gender_unigram,qwen3_8b_base,race,European_Americans,not_applicable,domain_outside_scope,24195
gender_unigram,qwen3_8b_base,race,Hispanic_and_Latino_Americans,not_applicable,domain_outside_scope,515
gender_unigram,qwen3_8b_base,religious_ideology,atheism,not_applicable,domain_outside_scope,145
gender_unigram,qwen3_8b_base,religious_ideology,buddhism,not_applicable,domain_outside_scope,670
gender_unigram,qwen3_8b_base,religious_ideology,christianity,not_applicable,domain_outside_scope,855
gender_unigram,qwen3_8b_base,religious_ideology,hinduism,not_applicable,domain_outside_scope,60
gender_unigram,qwen3_8b_base,religious_ideology,islam,not_applicable,domain_outside_scope,545
gender_unigram,qwen3_8b_base,religious_ideology,judaism,not_applicable,domain_outside_scope,470
gender_unigram,qwen3_8b_base,religious_ideology,sikhism,not_applicable,domain_outside_scope,450
gender_unigram,qwen3_8b_post,gender,American_actors,not_applicable,domain_outside_scope,10240
gender_unigram,qwen3_8b_post,gender,American_actresses,not_applicable,domain_outside_scope,5780
gender_unigram,qwen3_8b_post,political_ideology,anarchism,not_applicable,domain_outside_scope,790
gender_unigram,qwen3_8b_post,political_ideology,capitalism,not_applicable,domain_outside_scope,440
gender_unigram,qwen3_8b_post,political_ideology,communism,not_applicable,domain_outside_scope,655
gender_unigram,qwen3_8b_post,political_ideology,conservatism,not_applicable,domain_outside_scope,460
gender_unigram,qwen3_8b_post,political_ideology,democracy,not_applicable,domain_outside_scope,1710
gender_unigram,qwen3_8b_post,political_ideology,fascism,not_applicable,domain_outside_scope,575
gender_unigram,qwen3_8b_post,political_ideology,left-wing,not_applicable,domain_outside_scope,565
gender_unigram,qwen3_8b_post,political_ideology,liberalism,not_applicable,domain_outside_scope,460
gender_unigram,qwen3_8b_post,political_ideology,nationalism,not_applicable,domain_outside_scope,2265
gender_unigram,qwen3_8b_post,political_ideology,populism,not_applicable,domain_outside_scope,295
gender_unigram,qwen3_8b_post,political_ideology,right-wing,not_applicable,domain_outside_scope,410
gender_unigram,qwen3_8b_post,political_ideology,socialism,not_applicable,domain_outside_scope,1295
gender_unigram,qwen3_8b_post,profession,artistic_occupations,excluded,anonymization:no_dictionary_match,54
gender_unigram,qwen3_8b_post,profession,artistic_occupations,excluded,anonymization:no_prompt_match,9
gender_unigram,qwen3_8b_post,profession,artistic_occupations,excluded,anonymization:subject_entity_type_unverified,668
gender_unigram,qwen3_8b_post,profession,artistic_occupations,excluded,han_pending_review,71
gender_unigram,qwen3_8b_post,profession,artistic_occupations,excluded,han_pending_review;anonymization:no_dictionary_match,2
gender_unigram,qwen3_8b_post,profession,artistic_occupations,excluded,han_pending_review;anonymization:subject_entity_type_unverified,42
gender_unigram,qwen3_8b_post,profession,artistic_occupations,scored,,1319
gender_unigram,qwen3_8b_post,profession,computer_occupations,excluded,anonymization:no_dictionary_match,56
gender_unigram,qwen3_8b_post,profession,computer_occupations,excluded,anonymization:no_prompt_match,8
gender_unigram,qwen3_8b_post,profession,computer_occupations,excluded,anonymization:subject_entity_type_unverified,328
gender_unigram,qwen3_8b_post,profession,computer_occupations,excluded,han_pending_review,28
gender_unigram,qwen3_8b_post,profession,computer_occupations,excluded,han_pending_review;anonymization:no_dictionary_match,1
gender_unigram,qwen3_8b_post,profession,computer_occupations,excluded,han_pending_review;anonymization:subject_entity_type_unverified,27
gender_unigram,qwen3_8b_post,profession,computer_occupations,scored,,597
gender_unigram,qwen3_8b_post,profession,corporate_titles,excluded,anonymization:subject_entity_type_unverified,68
gender_unigram,qwen3_8b_post,profession,corporate_titles,excluded,han_pending_review,18
gender_unigram,qwen3_8b_post,profession,corporate_titles,excluded,han_pending_review;anonymization:subject_entity_type_unverified,7
gender_unigram,qwen3_8b_post,profession,corporate_titles,scored,,402
gender_unigram,qwen3_8b_post,profession,dance_occupations,excluded,anonymization:no_dictionary_match,4
gender_unigram,qwen3_8b_post,profession,dance_occupations,excluded,anonymization:no_prompt_match,1
gender_unigram,qwen3_8b_post,profession,dance_occupations,excluded,anonymization:subject_entity_type_unverified,2625
gender_unigram,qwen3_8b_post,profession,dance_occupations,excluded,han_pending_review,10
gender_unigram,qwen3_8b_post,profession,dance_occupations,excluded,han_pending_review;anonymization:subject_entity_type_unverified,100
gender_unigram,qwen3_8b_post,profession,dance_occupations,scored,,390
gender_unigram,qwen3_8b_post,profession,engineering_branches,excluded,anonymization:no_dictionary_match,48
gender_unigram,qwen3_8b_post,profession,engineering_branches,excluded,anonymization:no_prompt_match,13
gender_unigram,qwen3_8b_post,profession,engineering_branches,excluded,anonymization:subject_entity_type_unverified,14580
gender_unigram,qwen3_8b_post,profession,engineering_branches,excluded,han_pending_review,5
gender_unigram,qwen3_8b_post,profession,engineering_branches,excluded,han_pending_review;anonymization:no_dictionary_match,4
gender_unigram,qwen3_8b_post,profession,engineering_branches,excluded,han_pending_review;anonymization:subject_entity_type_unverified,770
gender_unigram,qwen3_8b_post,profession,engineering_branches,scored,,180
gender_unigram,qwen3_8b_post,profession,entertainer_occupations,excluded,anonymization:no_dictionary_match,41
gender_unigram,qwen3_8b_post,profession,entertainer_occupations,excluded,anonymization:no_prompt_match,14
gender_unigram,qwen3_8b_post,profession,entertainer_occupations,excluded,anonymization:subject_entity_type_unverified,445
gender_unigram,qwen3_8b_post,profession,entertainer_occupations,excluded,han_pending_review,85
gender_unigram,qwen3_8b_post,profession,entertainer_occupations,excluded,han_pending_review;anonymization:subject_entity_type_unverified,35
gender_unigram,qwen3_8b_post,profession,entertainer_occupations,scored,,1590
gender_unigram,qwen3_8b_post,profession,film_and_television_occupations,excluded,anonymization:subject_entity_type_unverified,598
gender_unigram,qwen3_8b_post,profession,film_and_television_occupations,excluded,han_pending_review,26
gender_unigram,qwen3_8b_post,profession,film_and_television_occupations,excluded,han_pending_review;anonymization:subject_entity_type_unverified,17
gender_unigram,qwen3_8b_post,profession,film_and_television_occupations,scored,,584
gender_unigram,qwen3_8b_post,profession,healthcare_occupations,excluded,anonymization:no_dictionary_match,130
gender_unigram,qwen3_8b_post,profession,healthcare_occupations,excluded,anonymization:no_prompt_match,57
gender_unigram,qwen3_8b_post,profession,healthcare_occupations,excluded,anonymization:subject_entity_type_unverified,5
gender_unigram,qwen3_8b_post,profession,healthcare_occupations,excluded,han_pending_review,55
gender_unigram,qwen3_8b_post,profession,healthcare_occupations,excluded,han_pending_review;anonymization:no_dictionary_match,2
gender_unigram,qwen3_8b_post,profession,healthcare_occupations,excluded,han_pending_review;anonymization:no_prompt_match,1
gender_unigram,qwen3_8b_post,profession,healthcare_occupations,scored,,2405
gender_unigram,qwen3_8b_post,profession,industrial_occupations,excluded,anonymization:no_dictionary_match,9
gender_unigram,qwen3_8b_post,profession,industrial_occupations,excluded,anonymization:no_prompt_match,1
gender_unigram,qwen3_8b_post,profession,industrial_occupations,excluded,anonymization:subject_entity_type_unverified,136
gender_unigram,qwen3_8b_post,profession,industrial_occupations,excluded,han_pending_review,17
gender_unigram,qwen3_8b_post,profession,industrial_occupations,excluded,han_pending_review;anonymization:subject_entity_type_unverified,4
gender_unigram,qwen3_8b_post,profession,industrial_occupations,scored,,368
gender_unigram,qwen3_8b_post,profession,mental_health_occupations,excluded,anonymization:no_dictionary_match,53
gender_unigram,qwen3_8b_post,profession,mental_health_occupations,excluded,anonymization:no_prompt_match,17
gender_unigram,qwen3_8b_post,profession,mental_health_occupations,excluded,anonymization:subject_entity_type_unverified,5
gender_unigram,qwen3_8b_post,profession,mental_health_occupations,excluded,han_pending_review,40
gender_unigram,qwen3_8b_post,profession,mental_health_occupations,scored,,1630
gender_unigram,qwen3_8b_post,profession,metalworking_occupations,excluded,anonymization:no_dictionary_match,46
gender_unigram,qwen3_8b_post,profession,metalworking_occupations,excluded,anonymization:no_prompt_match,14
gender_unigram,qwen3_8b_post,profession,metalworking_occupations,excluded,anonymization:subject_entity_type_unverified,2265
gender_unigram,qwen3_8b_post,profession,metalworking_occupations,excluded,han_pending_review,17
gender_unigram,qwen3_8b_post,profession,metalworking_occupations,excluded,han_pending_review;anonymization:subject_entity_type_unverified,125
gender_unigram,qwen3_8b_post,profession,metalworking_occupations,scored,,658
gender_unigram,qwen3_8b_post,profession,nursing_specialties,excluded,anonymization:no_dictionary_match,4
gender_unigram,qwen3_8b_post,profession,nursing_specialties,excluded,anonymization:subject_entity_type_unverified,1061
gender_unigram,qwen3_8b_post,profession,nursing_specialties,excluded,han_pending_review,4
gender_unigram,qwen3_8b_post,profession,nursing_specialties,excluded,han_pending_review;anonymization:no_dictionary_match,1
gender_unigram,qwen3_8b_post,profession,nursing_specialties,excluded,han_pending_review;anonymization:subject_entity_type_unverified,19
gender_unigram,qwen3_8b_post,profession,nursing_specialties,scored,,376
gender_unigram,qwen3_8b_post,profession,professional_driver_types,excluded,anonymization:subject_entity_type_unverified,79
gender_unigram,qwen3_8b_post,profession,professional_driver_types,excluded,han_pending_review,5
gender_unigram,qwen3_8b_post,profession,professional_driver_types,excluded,han_pending_review;anonymization:subject_entity_type_unverified,1
gender_unigram,qwen3_8b_post,profession,professional_driver_types,scored,,225
gender_unigram,qwen3_8b_post,profession,railway_industry_occupations,excluded,anonymization:no_dictionary_match,4
gender_unigram,qwen3_8b_post,profession,railway_industry_occupations,excluded,anonymization:subject_entity_type_unverified,213
gender_unigram,qwen3_8b_post,profession,railway_industry_occupations,excluded,han_pending_review,14
gender_unigram,qwen3_8b_post,profession,railway_industry_occupations,excluded,han_pending_review;anonymization:no_dictionary_match,1
gender_unigram,qwen3_8b_post,profession,railway_industry_occupations,excluded,han_pending_review;anonymization:subject_entity_type_unverified,7
gender_unigram,qwen3_8b_post,profession,railway_industry_occupations,scored,,446
gender_unigram,qwen3_8b_post,profession,scientific_occupations,excluded,anonymization:no_dictionary_match,192
gender_unigram,qwen3_8b_post,profession,scientific_occupations,excluded,anonymization:no_prompt_match,22
gender_unigram,qwen3_8b_post,profession,scientific_occupations,excluded,anonymization:subject_entity_type_unverified,1961
gender_unigram,qwen3_8b_post,profession,scientific_occupations,excluded,han_pending_review,67
gender_unigram,qwen3_8b_post,profession,scientific_occupations,excluded,han_pending_review;anonymization:no_dictionary_match,11
gender_unigram,qwen3_8b_post,profession,scientific_occupations,excluded,han_pending_review;anonymization:subject_entity_type_unverified,64
gender_unigram,qwen3_8b_post,profession,scientific_occupations,scored,,1803
gender_unigram,qwen3_8b_post,profession,sewing_occupations,excluded,anonymization:no_dictionary_match,28
gender_unigram,qwen3_8b_post,profession,sewing_occupations,excluded,anonymization:no_prompt_match,8
gender_unigram,qwen3_8b_post,profession,sewing_occupations,excluded,anonymization:subject_entity_type_unverified,3721
gender_unigram,qwen3_8b_post,profession,sewing_occupations,excluded,han_pending_review,7
gender_unigram,qwen3_8b_post,profession,sewing_occupations,excluded,han_pending_review;anonymization:no_dictionary_match,8
gender_unigram,qwen3_8b_post,profession,sewing_occupations,excluded,han_pending_review;anonymization:no_prompt_match,1
gender_unigram,qwen3_8b_post,profession,sewing_occupations,excluded,han_pending_review;anonymization:subject_entity_type_unverified,139
gender_unigram,qwen3_8b_post,profession,sewing_occupations,scored,,238
gender_unigram,qwen3_8b_post,profession,theatre_personnel,excluded,anonymization:no_dictionary_match,31
gender_unigram,qwen3_8b_post,profession,theatre_personnel,excluded,anonymization:no_prompt_match,8
gender_unigram,qwen3_8b_post,profession,theatre_personnel,excluded,anonymization:subject_entity_type_unverified,2590
gender_unigram,qwen3_8b_post,profession,theatre_personnel,excluded,han_pending_review,63
gender_unigram,qwen3_8b_post,profession,theatre_personnel,excluded,han_pending_review;anonymization:no_dictionary_match,1
gender_unigram,qwen3_8b_post,profession,theatre_personnel,excluded,han_pending_review;anonymization:subject_entity_type_unverified,95
gender_unigram,qwen3_8b_post,profession,theatre_personnel,scored,,1422
gender_unigram,qwen3_8b_post,profession,writing_occupations,excluded,anonymization:no_dictionary_match,9
gender_unigram,qwen3_8b_post,profession,writing_occupations,excluded,anonymization:no_prompt_match,4
gender_unigram,qwen3_8b_post,profession,writing_occupations,excluded,anonymization:subject_entity_type_unverified,591
gender_unigram,qwen3_8b_post,profession,writing_occupations,excluded,han_pending_review,66
gender_unigram,qwen3_8b_post,profession,writing_occupations,excluded,han_pending_review;anonymization:no_dictionary_match,1
gender_unigram,qwen3_8b_post,profession,writing_occupations,excluded,han_pending_review;anonymization:no_prompt_match,1
gender_unigram,qwen3_8b_post,profession,writing_occupations,excluded,han_pending_review;anonymization:subject_entity_type_unverified,34
gender_unigram,qwen3_8b_post,profession,writing_occupations,scored,,1399
gender_unigram,qwen3_8b_post,race,African_Americans,not_applicable,domain_outside_scope,9270
gender_unigram,qwen3_8b_post,race,Asian_Americans,not_applicable,domain_outside_scope,4305
gender_unigram,qwen3_8b_post,race,European_Americans,not_applicable,domain_outside_scope,24195
gender_unigram,qwen3_8b_post,race,Hispanic_and_Latino_Americans,not_applicable,domain_outside_scope,515
gender_unigram,qwen3_8b_post,religious_ideology,atheism,not_applicable,domain_outside_scope,145
gender_unigram,qwen3_8b_post,religious_ideology,buddhism,not_applicable,domain_outside_scope,670
gender_unigram,qwen3_8b_post,religious_ideology,christianity,not_applicable,domain_outside_scope,855
gender_unigram,qwen3_8b_post,religious_ideology,hinduism,not_applicable,domain_outside_scope,60
gender_unigram,qwen3_8b_post,religious_ideology,islam,not_applicable,domain_outside_scope,545
gender_unigram,qwen3_8b_post,religious_ideology,judaism,not_applicable,domain_outside_scope,470
gender_unigram,qwen3_8b_post,religious_ideology,sikhism,not_applicable,domain_outside_scope,450
sentiment,qwen3_8b_base,gender,American_actors,excluded,anonymization:entity_crosses_prompt_boundary,55
sentiment,qwen3_8b_base,gender,American_actors,excluded,anonymization:ner_dictionary_overlap,806
sentiment,qwen3_8b_base,gender,American_actors,excluded,anonymization:no_entity_match,2
sentiment,qwen3_8b_base,gender,American_actors,excluded,anonymization:no_prompt_match,3
sentiment,qwen3_8b_base,gender,American_actors,excluded,anonymization:residual_target_name_candidate,746
sentiment,qwen3_8b_base,gender,American_actors,excluded,han_pending_review,26
sentiment,qwen3_8b_base,gender,American_actors,excluded,han_pending_review;anonymization:entity_crosses_prompt_boundary,1
sentiment,qwen3_8b_base,gender,American_actors,excluded,han_pending_review;anonymization:ner_dictionary_overlap,5
sentiment,qwen3_8b_base,gender,American_actors,scored,,8596
sentiment,qwen3_8b_base,gender,American_actresses,excluded,anonymization:entity_crosses_prompt_boundary,20
sentiment,qwen3_8b_base,gender,American_actresses,excluded,anonymization:ner_dictionary_overlap,612
sentiment,qwen3_8b_base,gender,American_actresses,excluded,anonymization:no_entity_match,1
sentiment,qwen3_8b_base,gender,American_actresses,excluded,anonymization:no_prompt_match,4
sentiment,qwen3_8b_base,gender,American_actresses,excluded,anonymization:residual_target_name_candidate,442
sentiment,qwen3_8b_base,gender,American_actresses,excluded,han_pending_review,29
sentiment,qwen3_8b_base,gender,American_actresses,excluded,han_pending_review;anonymization:entity_crosses_prompt_boundary,1
sentiment,qwen3_8b_base,gender,American_actresses,excluded,han_pending_review;anonymization:ner_dictionary_overlap,3
sentiment,qwen3_8b_base,gender,American_actresses,excluded,han_pending_review;anonymization:residual_target_name_candidate,1
sentiment,qwen3_8b_base,gender,American_actresses,scored,,4667
sentiment,qwen3_8b_base,political_ideology,anarchism,excluded,anonymization:no_dictionary_match,24
sentiment,qwen3_8b_base,political_ideology,anarchism,excluded,anonymization:no_prompt_match,6
